id,puzzle,solution,clues,difficulty
4369,....6...4......1....852...6..51.....7....5..2..17...8..6...9.2..1..8..45..2...6.9,539861274246973158178524396325198467784635912691742583467359821913286745852417639,25,0.0
4371,..7.8..2.143......8..........1..9..55.....2..6..14..9.4...2.8163..56.......9.....,967481523143752689825693147781239465594876231632145798459327816318564972276918354,25,0.0
4383,.5..4...1...1.......18..27...8..569..1..8..3..273...........85....9.2..74...3....,752643981894127563631859274348715692916284735527396418263471859185962347479538126,25,0.0
4387,....9..6......1.9..1..52..8.4.17.........5......4..67..7...8..262....73.43....1..,584793261362841597917652348843176925796235814251489673179368452628514739435927186,25,0.0
4393,.....8..74..1...8..7..3.4.....8.9.5...9..72.4..7.....3.48...3.5...6....8.1.....2.,951428637423176589876935412234869751589317264167542893648291375792653148315784926,25,0.0
4398,......4.3.6.97......1..6.951.9.5....85..3.......8.....2.3..75............7..632.4,792185463365974821481326795139752648854639172627841359213497586546218937978563214,25,0.0
4405,5.46......8.2.73..7.....5.8...54......673...5..9...4.......89.........2.847..6...,594683712681257394732194568278541639416739285359862471125378946963415827847926153,25,0.0
4409,....9...58.7.....6..4.83.2...2..9....8...1..4......17.1...2..3.......8679...78...,621497385837152946594683721712849653385761294469235178178526439253914867946378512,25,0.0
4417,7..........926.3..6..319.........147..3.4..9.1.........9......5..4..6.32....52..6,731485629489267351625319874968523147573641298142798563296834715854176932317952486,25,0.0
4434,3....468.....7.....15...3....6..985....5839...9...6.3....1...7.9........76....5..,327954681689371425415628397136749852274583916598216734843165279952437168761892543,25,0.0
4444,.8......4.95.4.1..1..5.2.....2....618....6..5.36..5.........3.93..........782.4..,283169574695347182174582693542938761819476235736215948468751329321694857957823416,25,0.0
4459,....157...4....39..18...4....53.2...98.........28..6....3....4.86..4...5......9.3,396415728547286391218937456675392184981674532432851679123569847869743215754128963,25,0.0
4469,...2...1......6793.64..1..2..8..25...5.3....9.2..68...........76.5........9.7..3.,897235416512486793364791852738942561456317289921568374143859627675123948289674135,25,0.0
4471,.8.9.2.1..7....4...9.1762..6...8.5....4..7......4........8..1.....39...251.....3.,386942715271538496495176283637289541854617329129453867963825174748391652512764938,25,0.0
4481,..8......32....87.1..3...62.4...7.......1......643.....54...6..93.7..2.....2.5..9,468972531329651874175384962843527196792816453516439728254193687931768245687245319,25,0.0
4493,....2.8.4.5.3.6...6....1....8..93.....6....3.19...27....98...1..7.......4..96...7,317529864958346172642781359784193526526478931193652748269837415875214693431965287,25,0.0
4517,..34.8....86...5...29.73.....4.123...6......7..1...2.....7..4.6.5.2....3...1.....,513468972786921534429573681974812365265349817831657249198735426657284193342196758,25,0.0
4518,..62..71....643..8..........8.....31.3.4.58.9.5..8......4.1....52...43.........5.,846259713715643298293178645482967531137425869659381427374516982521894376968732154,25,0.0
4531,.7.15...68.53...1.1.....3.2..9....7.5...2..3.6...8....214.....8...4....19........,372159486845362917196847352429613875581724639637985124214536798753498261968271543,25,0.0
4534,.7......48.2......4...6.9....75..4....58.13....473..98.......23.69....7.......1..,176389254892154736453267981387596412925841367614732598541978623269413875738625149,25,0.0
4539,5.4..6.......2..9.291.8.4.......1.3...853....1..4.............7.8....5.964.29....,574916823836724195291385476457861932968532714123479658319658247782143569645297381,25,0.0
4548,..7..2....6..5.13.1...4.8.54....9.67.2...6......7....4..8...9...7.........9..8.23,357812649864957132192643875481539267725486391936721584218374956673295418549168723,25,0.0
4560,..981.7....2.......81.32......95.43...64.............5.9....6....81.3.7..43.8....,639814752472569318581732946827956431356421897914378265195247683268193574743685129,25,0.0
4573,....67.4.15..4....7....9..5.3.7.2..948..36......4.........9......1..326........71,329567148156348792748129635635712489482936517917485326274691853591873264863254971,25,0.0
4578,....7.....8....1.7.934....8.....1...23.....9....28..5.8.6.......19.4.5...4.89...6,162378945485629137793415268658931724234567891971284653826153479319746582547892316,25,0.0
4590,.......875..4.9.....2.5..4..782....362...4......38..............1.5..7.2.9..483..,946132587581479236732856149478265913623914875159387624365721498814593762297648351,25,0.0
4605,..91.6.4.8...4..5...2..83..9..6.3.......7.53..1..2....6.8..9...7.........9..3...8,379156842861342957542798361957683214286471539413925786638219475725864193194537628,25,0.0
4608,.....9...954.2..3...8..1....237.....8...13..6..1...7..7..5..8..51...6..9.......5.,137459628954628137268371594623784915875913246491265783749532861512846379386197452,25,0.0
4609,...2.3.7..1..5.....43.....15.9..8..372....9.6......2.4..2....4.....723...3.6.....,956213478817954632243867591569428713724531986381796254672385149498172365135649827,25,0.0
4623,8.4.7....6..82.3....5..1...12..5...4...7.9.....9.1...3.4.6.729..7..............5.,814973625697825341235461789128356974463789512759214863541637298972548136386192457,25,0.0
4638,3.24.7....4...8.7.....52.43....25..1...9.6...4.....53...6...85..98.7.............,362497185945138672871652943687325491513946728429781536736214859198573264254869317,25,0.0
4644,..31.....8...4..292.6..9..4....2.49.....7..61....9..5.17.6..2...8....1..........5,493162587817345629256789314768521493925473861341896752179654238582937146634218975,25,0.0
4657,.4..5..1.3..2..5...87..9......1..6.9..5..6.3...6.9..........4....3.642...7.98....,642358917391247586587619324728135649915476832436892751869521473153764298274983165,25,0.0
4666,.8...3.12.1......36.3....5.3..6....1......7.6.9.1..58...9.6.......85....821......,985743612712596843643218957374685291158924736296137584539462178467851329821379465,25,0.0
4668,.532.....94..13...7.......8.....1.....45.8..1......9.726..7..8......5.....5.8.6.9,853247196946813725721659348592731864674598231138426957269174583387965412415382679,25,0.0
4687,1.5...7...8...95.1.....36......42..35........431.86.........3...9.4.12..7..6.....,165824739283769541947153628876942153529317486431586972654298317398471265712635894,25,0.0
4688,..48.36...7...6.....59..7.3563.......2.....69...1.......9...1.4.5........8.2.1.5.,294873615378516942615924783563489271821735469947162538739658124152347896486291357,25,0.0
4691,.....56....2.......74.8.2..9.7..2.4.....5..988.3..7.....6.....7...4.83..2...6..8.,198235674532674819674189235967812543421356798853947162386591427719428356245763981,25,0.0
4692,...2.........43......7...68.346.1..2...5.....915........7..9.8.2......46.413...5.,179286435586943127423715968834671592762594813915832674357469281298157346641328759,25,0.0
4697,.3.....26..93.....4.......52.563.9...8.94......6.......2..8..74...42.6........81.,538794126169352748472816395245631987387945261916278453623189574851427639794563812,25,0.0
4699,.5..2.84.8..7..2.....1..3.5..7....1....3.....19.5.4...5..69.........7.8.7.28.....,351926847864735291279148365487269513625381479193574628518692734936457182742813956,25,0.0
4700,.869...73.....5...9......4....8.1..2.2...7.8..7....3..863......4.....2..19.4....6,286914573714385629935726148549831762321567984678249315863152497457698231192473856,25,0.0
4713,.9..4......172..8978...5...42..7...1.....84.7...6..5............5..6.3..31...2...,293846175541723689786195243425379861169258437837614592678531924952467318314982756,25,0.0
4714,21...........7.81...496.......42...158.............5364.83...7.....892...2....6..,213548967695273814874961325936425781587136492142897536468352179751689243329714658,25,0.0
4720,3.1.7..287...82..........514.921...........6...2.65.3......1...65....9.7......3..,391576428745182693286934751469213875513897264872465139937641582654328917128759346,25,0.0
4732,.....4..88.6..9..1...32........37....4..5....6.7...9...6...3149.......7.9....263.,725164398836579421194328756281937564349856217657241983562783149413695872978412635,25,0.0
4747,....5....91....85...2..4.76...92....1.....7...6....3...4.2...683...7...26..8..1..,876359214914762853532184976453927681198436725267518349741293568385671492629845137,25,0.0
4761,9...........9..6..452....1...3.5.7.8...42.......7...3.28.19..4...7..4...3.....57.,961345287738912654452876913143659728879423165526781439285197346617534892394268571,25,0.0
4762,...16..9..1....7.4...7.512.....94..2...3.....5.3.....7..1..6..9.74.......35....6.,457162893216983754389745126768594312192378645543621987821436579674859231935217468,25,0.0
4773,..2..54.....1.....1...26..5....5.7.....8...51.6....8..6...3..8734...71.9..1......,732985416956174238184326975813659742297843651465712893629431587348567129571298364,25,0.0
4777,.1.6..2...9....8..67.52...9.5..491....7...9.2.....63..2....1...........44..76....,814697253592314876673528419356249187147853962928176345265431798731985624489762531,25,0.0
4788,38..6.......4..8.97.5.1......7.....8......934......5......43.6.51...6....64.78...,389265741126437859745819326497352618652781934831694572978143265513926487264578193,25,0.0
4792,2.....3.8.614.......3.9.7.4..2..68......5.973...7..5......6...91..........6.7.1..,249517368761483295853692714572936841614258973938741526327165489195824637486379152,25,0.0
4796,.3...96..6.....35.1.....9.4...9...17...824....98.......6.2.14..72..4..3..........,834759621679412358152386974246935817317824596598167243963271485725648139481593762,25,0.0
4798,....4......6.712..4......8.......4..9..36..1.1.....3.6.519....86.8..4........76.5,782549163536871294419623587863712459947365812125498376251936748678254931394187625,25,0.0
4805,.3....72..278.6..9...9......8.2.5.1.3....15....9..724...............849.....1.8..,936154728427836159851972364784265913362491587519387246298543671173628495645719832,25,0.0
4807,4....1..9......14.7.5..2...6.4.35.2....7.....2....46.5..3.......2....8....6..8.92,438671259962583147715942368694835721351726984287194635843219576529467813176358492,25,0.0
4809,...8....9.58..6..3....3.71...7...29.....12.......4.387...5.7..4.....3.7..69......,374821659158976423926435718647358291893712546512649387231597864485163972769284135,25,0.0
4817,8..5..2.96.9....1..5...2.8...3.7.....6..43...4..9....7......17.5.....4..2.78.....,871536249629487315354192786193678524765243891482951637946325178538719462217864953,25,0.0
4818,5...4...6...86...7.8..2.1..2.7..8.6.....125..3..7.......2.......5...6.247......3.,579143286124865397683927145217538469498612573365794812832479651951386724746251938,25,0.0
4819,..8....65.9...748.7..6.5.......62........359...7...2..381.........9..63..7.8.....,238149765596327481714685329953462817842713596167598243381256974425971638679834152,25,0.0
4825,...6...4.....58.....2...6.5....1...32..3.......6...4293.9...7..6.....3.85...7.1.4,853627941964158237712439685495216873287394516136785429349861752671542398528973164,25,0.0
4831,.....2.8.7..4......9.583....3..68.1......4..5.4.1....2169.2....2..9..........56..,513672984786491253492583176935268417621734895847159362169327548258946731374815629,25,0.0
4843,9..7.......72..61.......5.3.5.68...72.....1.6..4.......9.86...4.3.9......42..3...,915736842387245619426198573159682437273459186864371295591867324638924751742513968,25,0.0
4854,.....2.6......18....2.7.....17.9..4..3.2465..........3.6.9....8..985...1..3..4...,751482369694531872382679154517398246938246517246715983165927438479853621823164795,25,0.0
4868,...581......2....3..1.76.98.....5.7.4..9.3.5.....1..3...........2....4..57..2.9.1,739581246658294713241376598362845179417963852895712634184659327926137485573428961,25,0.0
4884,.......7.....98..2...2..68.5....32.4284..63....1....5.3..9.....6.21.4....7.......,825641973163798542947235681596873214284516397731429856318967425652184739479352168,25,0.0
4894,....12...6......5981.9.3....4...16.....6.541........8....8.......4.39..6.3.1...7.,479512368623478159815963742547281693382695417961347285796824531154739826238156974,25,0.0
4905,...............671..1.9...5.97.1..5....74...9.....5.23.2....54.7....42...4..89...,463571982985423671271896435697312854352748169814965723129637548738154296546289317,25,0.0
4908,2...5.......1....2.41..........2...4.89.7....3....87.6..7..15...3.6..4.7...5..69.,268753149953164872741289365176325984589476231324918756697841523835692417412537698,25,0.0
4910,..72...18.541..3...6..387.......92.....5....7...8....9.78.....4...4.5....2...3...,937254618854167392162938745781349256293516487546872139378691524619425873425783961,25,0.0
4915,5.........6....89.98.45..1...6.9..7..7...346......6....4....2.9..2.7....3...6..8.,521689734764321895983457612436892571279513468158746923647138259812975346395264187,25,0.0
4919,........1..59...838......5.....8.1.74..5.2.6.19.4.................3.529.95..74...,249853671675921483831746952523689147487512369196437528364298715718365294952174836,25,0.0
4924,..43.79...7...25...2...1.375.6.....9..1......4..2.68....5.........58.2.....1..4..,154367982673892541928451637536748129281935764497216853745629318319584276862173495,25,0.0
4926,..5.6..9......2......7..541....1.4.34.....1..7...8.6.......3..7596..4...27...8...,345861792917542836628739541852916473469327185731485629184693257596274318273158964,25,0.0
4928,.........3..2.....4.21..3.5....97..88....5.9...4...5..2.3.71.......2...71.9.84...,956743821317258946482169375635497218821635794794812563263571489548926137179384652,25,0.0
4930,.....86....8.5...7.2......9..6.....8...5.2.6...47..2.19..21.....3.......6723..8..,749128653168953427523674189296431578317582964854796231985217346431865792672349815,25,0.0
4934,.2....16...1.7.....5......73.....89...4....7.6.9..5..2...6.4...4.....28...728...6,723598164941376528856142937312467895584923671679815342298654713465731289137289456,25,0.0
4935,....5......92..8.6..81..92.....9....17..8.6.3...7.....38....75.65....3....1.2....,267958134519234876438176925826391547175482693943765281384619752652847319791523468,25,0.0
4949,8....2............69..45.172.....1.4..1....73...48..6.4.......67.6.2......5.9.3..,814972635572163489693845217268739154941256873357481962439518726786324591125697348,25,0.0
4952,2...9.45.7.4...81.....3...6...769..........8.6....8...5.6.......1.2..5.7...9...21,261897453734625819985431276852769134197342685643518792526173948319284567478956321,25,0.0
4970,4..........276........8.7211..9.5..2.....8.....4....699.5.7..8..7.......328...5..,417592638832761954569384721186945372793628415254137869945273186671859243328416597,25,0.0
4991,..8...7...1.......6...725.43...........6..9.25...4.1.3...2........1..675..139..2.,258416739417953286639872514396521847174638952582749163845267391923184675761395428,25,0.0
5009,...9.1.....4...1.9.2..7....6.1...7.......4.85.5...96...958..4.7.......2.2.6..5...,563941872784253169129678354641582793937164285852739641395826417418397526276415938,25,0.0
5030,.........1..5...437.....1.6..8.25......8..35...9.1..2759.3....1....7.......1.27..,984631572126587943735294186348725619271869354659413827597348261812976435463152798,25,0.0
5045,....34..8.....65..93.5....2.72.1.95..8...3...6.5.......6.......8.3....2....32..9.,526934178741286539938571642372618954489753261615492783267849315893165427154327896,25,0.0
5051,.8...314...5..4.3..1......6........2.5....7..4..5.73......6...97.1..9...8..4.26..,287693145695184237314725986173948562958236714426517398542361879761859423839472651,25,0.0
5052,...16....35...29...2....57..1...32.......9.41...45....7.......3.36...7.85.....1..,974165832358742916621398574417683295865279341293451687789516423136924758542837169,25,0.0
5058,2..6..43...821..........8....6.49..7..47..5..........3.2...3.69.4.....5.....6.31.,259678431378214695461935872586349127934721586712856943125483769643197258897562314,25,0.0
5060,....368.....8...3.4.....1...51.7.9.....58...2..2...3......986......4...3..83.5.1.,517936824926814537483752196651273948349581762872469351234198675195647283768325419,25,0.0
5061,...67.1...3...4..8..1...634.......1....2.64........7.67..9.8...9.37..2.52........,849673152632514978571892634326487519197256483458139726765928341983741265214365897,25,0.0
5065,.....1...........6...84.59..3...52.8....8..1.7.2.....3..1.78....531...2.2.74.....,975621384428539176316847592139765248564382719782914653641278935853196427297453861,25,0.0
5077,.3.6.49.....7.1..5.1..9..82.5..7......39...1........9........6...95.78..7.81.....,532684971896721345417395682951478236283956714674213598325849167149567823768132459,25,0.0
5078,.3.14......5...2.....3..6....9.......1.....98347..8..6.5..3.....934.....7..6...29,638142975475896213921375684869514732512763498347928156156239847293487561784651329,25,0.0
5089,..8.7.3...9...457..2..9.1.86....7..3....5.9......6..2.3.18..4....25.9............,568172349193684572724395168649217853237458916815963724351826497472539681986741235,25,0.0
5101,.9.365..........7...5..84..1.7..6593....3...6....5....5....4..1.8.2....4....89...,794365128268491375315728469127846593859137246643952817532674981986213754471589632,25,0.0
5111,..984...1.....256...17......58..3.74.7...8...4.2...1..3......8..25.34............,539846721784312569261759843658193274173428695492567138316975482825634917947281356,25,0.0
5128,4....35...8..4...2.975.6.4...8....21....5..3..2........7...1..8......7..9.186....,416273589583149672297586143758634921164952837329718465675421398842395716931867254,25,0.0
5159,6..3.1...79.....6......2.4..8.7..92...6.5.3..3......7...8.945.....687...4........,642371859793548162851962743584713926276459381319826475168294537935687214427135698,25,0.0
5166,3..2..4....7...12.2.....653....4....7..68.3.146....9.....3......1...9..8....18...,356291487847563129291874653135947862729685341468132975982356714614729538573418296,25,0.0
5170,7.63....2.5.6..8..2...81..4.4...7..6.......5.5.8.1....8............4.2.....9.237.,786354912154629837293781564942537186671298453538416729829173645367845291415962378,25,0.0
5171,....3...9..8......5....87.692...7.1..4....6.....419....6.28...4.1.9...5....5....7,471632589698754321532198746923867415147325698856419273765281934314976852289543167,25,0.0
5172,.13.4....5.48.........21..6.712...8........3.9....5..782.....5.....5.76.......9.2,213647895564893271798521346371269584452178639986435127827916453149352768635784912,25,0.0
5177,.43....5...78..6.......78.953........7.3.2..1..1.....6....3.....6.9.......8426..7,843691752297853614615247839532164978976382541481579326129738465764915283358426197,25,0.0
5205,.4.7..1.3..2.91...7.8.5.......1.85.92....7..6.......4....9......5..2.4...346.....,945782163362491758718356294476138529293547816581269347827914635659823471134675982,25,0.0
5215,...1..8.27.....3.5....6..1..34..7.2..61.....8.....14...7..93....23.5.....8......4,396175842718249365542368917934587621261934758857621493175493286423856179689712534,25,0.0
5219,..59...2......6.1.6..8...4.4...2.8.5.1..5.6......8.27.7.846...............1.97...,185943726943276518627815349476321895812759634539684271798462153254138967361597482,25,0.0
5236,.........4......81..5...2491..6....47.9..3.6.6......5.....72.....694...5.8..3..7.,862491537497325681315867249153689724749253168628714953534172896276948315981536472,25,0.0
5240,.3....7....67..13....2.....8...2.645.......2.1.3..........894....941....3.1...59.,238951764956748132714236859897123645465897321123564987572389416689415273341672598,25,0.0
5245,6..972....92..5.8.....48...5....6....1.3.....8...1.9.......487.7.8....5...6....9.,684972531192635784375148269549826317217359648863417925921564873738291456456783192,25,0.0
5254,.34..7..2.7..6..3.81...........26........4.7.72.9.8..4.62...9.8...........5...34.,534197862279865431816243795941726583658314279723958614362471958487539126195682347,25,0.0
5269,.41..97.......78..9.2..5..14.5.2............3..81.........529......3.1.4.539.....,841369725536217849972485361495823617217596483368174592184752936729638154653941278,25,0.0
5274,2......45.89..27...5.83...2.............69..1...34..7.5..1..6...78...93...6......,231976845489512763657834192763251489842769351915348276594183627178625934326497518,25,0.0
5278,..6.7...2...3...515..2...9......48..745...9......3....6.......8..9.43.....3.12.6.,196475382284396751537281694361924875745168923928537146612759438859643217473812569,25,0.0
5281,.7...2.8.2.......6.6.48.1.9.256.9.3..4.2.............493..........9....74..1.3...,179562483284391756563487129725649831641238975398715264936874512812956347457123698,25,0.0
5287,..917....5.........138.2..4.8...1.47..14......4.2..9.6.35....2.6..9..3...........,469173285528649173713852694286391547951467832347285916835716429674928351192534768,25,0.0
5292,5......1.81...9..22...7.65.......9....7..2.64.8...6..5.2....8......432..6...8....,576328419814659732239174658362415987957832164481796325725961843198543276643287591,25,0.0
5294,....8..598.1.....749.2.6...5...4.87.2......4..1.........65............8..47.91..2,723184659861359427495276138539642871278915346614738295986523714152467983347891562,25,0.0
5297,...3.....8......79...657.1...28...4......4.5.4....6..2329......6.4.8..9...7.1....,271398564865142379943657218752831946136924857498576132329765481614283795587419623,25,0.0
5298,.4.......2.39...4.......19.6..427..9.......58...6.82..4.78.......9.1...2.....97..,946571823213986547578234196685427319724193658391658274457862931839715462162349785,25,0.0
5302,8......3...6.....1...1..6.5..8.....64.1.36..7......91..7.5.2.....2.......9.4.1.68,817625439546793821239148675958217346421936587763854912674582193182369754395471268,25,0.0
5306,7...51.8.5.3.......96...1..37......1.4.1...7.......3.8...9.5.2.6....7.59...2.....,724351986513698247896742135375829461948163572261574398187935624632417859459286713,25,0.0
5315,1.....53....1....22.......7...4..82.....6...3.18..54...72.86........9..83.....97.,196872534847153692253694187639417825524968713718325469972586341461739258385241976,25,0.0
5316,1.8.72.3.7.4...8....68......9.2..1......5.98.........2...9.4.51..2..1........57..,158672439734519826926843517897236145261457983345198672673984251582761394419325768,25,0.0
5321,......63795......11.7..3.4...53.....4...58.9.6.1...7....8.65........1.......8...4,284519637953647281167823945895376412472158396631294758748965123526431879319782564,25,0.0
5335,...475..8.38....5..7.........68.7.....29.1.3.....4...14...896.5..7.6.4...........,261475398938216754574398162316827549742951836859643271423789615197562483685134927,25,0.0
5337,.64....259.8..5......6.9.....7........913..5...1.92.7..7.....1.....1.....4..8.6.2,364871925918325764752649381527468139489137256631592478276954813893216547145783692,25,0.0
5341,....8..6.9.54......2.....5....9532.7..2...9..3....8....7....6......295.1...3.17..,437582169915436872628197354146953287782614935359278416271845693863729541594361728,25,0.0
5363,4.7.9.1.8.6..3.2....9...5..2.............7..9....1.4....6...98.198.4..2........54,457692138861435297329871546213964875684257319975318462546723981198546723732189654,25,0.0
5371,..48.3..18......7..1..4........385.....4.9.3.65.....9.4..1....3.72...86...9......,794823651825961374316547289947638512281459736653712498468175923172394865539286147,25,0.0
5373,..1...5..62.8....4....27...7...1...223..4..8...8..56...7.3.4......1..2....3.....6,481693527627851394395427861756918432239746185148235679572364918864179253913582746,25,0.0
5374,.683...9.1......58.3.5.91...547...........6..9.2.3...48...2....3..6.........98...,568341297149267358237589146654712839783954621912836574876423915391675482425198763,25,0.0
5397,.8341....1........4.9...8.2..894..........2.7925.....4.....1..9.......5.37..6.1..,283415976167298435459637812738942561614853297925176384546381729891724653372569148,25,0.0
5405,8..26..3..1.9......59..81..4......5.....49....91.....8972..3..4...1.5..........7.,847261935316954287259738146423816759768549321591327468972683514634175892185492673,25,0.0
5413,.1...3..7...8.13....8.7..6119..4.....76..9.53............46..9..6.......8...3..4.,215693487647851329938274561192345678476189253583726914351468792764912835829537146,25,0.0
5417,.3...85....4.1..9........2..7.9....5...1....23914.....2.......68...34...74.5...3.,937248561524617893168359724472986315685173942391425687253891476816734259749562138,25,0.0
5418,...6......52..8..3.8.72.9..67.....5..95......1.......64..9...3.8..37..9....4....8,914653287752198463386724915673241859295867341148539726467985132821376594539412678,25,0.0
5432,.....2....6.8...4247....83.7.36.4.1..1..8........9..5.9......73...........8.1.2.4,895432761361879542472561839753624918619385427284197356946258173127943685538716294,25,0.0
5438,.47....16.8.36.4.......8......1.39.5...2........985.2..98.......5.....43..4...6..,347529816981367452625418739872143965519276384463985127298634571756891243134752698,25,0.0
5442,...7.....83.....4.27..9.5..9.45...........9.315...8.2.......3....6...1.258.....64,645783219839125647271694538924536871768241953153978426417862395396457182582319764,25,0.0
5445,.1.27...52...8.4..64...39..9..427.1.......6.....69...........5.1.8.....9.6.....2.,819274365253986471647153982936427518482531697571698234394712856128365749765849123,25,0.0
5470,5....8.7...312.....4.9..63.......8..2....95..85.4....6..2.8....3.........9..74.8.,526348179973126458148957632469715823237869514851432796712683945384591267695274381,25,0.0
5480,.37..9.1...8..5..2...2.4...8.....2.39.....46...63...5............27...81...4..3.6,237869514498175632165234897854916273913527468726348159381692745642753981579481326,25,0.0
5482,2...369.7.......86.57..........4.85.4.53.....1.....2..79.1.........29348.........,248536917319274586657918432972641853485392761136857294794183625561729348823465179,25,0.0
5484,.....9...4..3.5.61....4.......89...37.....614..5....9..4.......62..73....3.6.82..,873169425492385761156247938214896573789532614365714892547921386628473159931658247,25,0.0
5502,.9.....5.....5...8...7183.....3...427.2.......3.1....6..64.7...5.....829...89....,897243651341956278625718394158369742762584913439172586986427135574631829213895467,25,0.0
5504,3........2..5...7...5..2......2.1..414......6.7...6.98.19...3.....7.......31.4.65,367419582281563479495872613936281754148957236572346198819625347654738921723194865,25,0.0
5506,.6..7....2...5..71.....4.62..7.92.........593........8..4.......8...5..6.25836...,168273459243659871579184362857392614412768593396541728634917285781425936925836147,25,0.0
5507,..7...3.9..2...51....5....6....3.1...75.....39......2..4..93...1.6.2..975...4....,857261349462379518391584276284937165675412983913658724748193652136825497529746831,25,0.0
5520,9....58..8..1...7.47.9...31..2...9...1.6.7..2...3......6..4..9..9.25..1..........,931475826825136479476928531382514967519687342647392158263841795798253614154769283,25,0.0
5530,54.6.2...6.8..5.7...29......7....68....38..9.....46.........4........75.23....91.,547612839698435271312978546173259684426387195859146327781593462964821753235764918,25,0.0
5531,..2..6.8.65.....394.....76.....6...278...264......5....91.4...73.7........5......,172396584658174239439258761514867392783912645926435178291643857347581926865729413,25,0.0
5532,............68...4.....715376....319.14..8..7.........9.6.2.8.....9.5.4...3..1...,247513968135689274689247153768452319514398627392176485956724831821935746473861592,25,0.0
5541,6....4...9.71....23...8.59...26.81....3..5.2.5...2.3...98.............71.......3.,685294713947153682321786594472638159863915427519427368798361245236549871154872936,25,0.0
5543,...1.....7.4.396..3..2.4..1.87...9..19........2..45.7..7......5.........9..7.1..6,259168437714539682368274591487612953195387264623945178871496325546823719932751846,25,0.0
5547,......1..9..417...3..2....554...1.38..3..8.6....7.2........42......7.4.9..9.....3,264853197958417326371269845542691738713548962896732514637984251125376489489125673,25,0.0
5553,..8...149.4....62.........8.1......39.6..35....4.2..1.4....6.7...7.8..5.....1...2,578362149341798625269451738715849263926173584834625917452936871197284356683517492,25,0.0
5559,8....7...9..81..3....3..8.....1..67.1.47..9....5....83.7...9.2...8.......4..5..6.,832597416956814237417326895293185674184763952765942183671439528528671349349258761,25,0.0
5561,.......82.......7.7563.........1...51.9.8.6.....4....3.4...52...3..47.59.9.8.....,913764582428951376756328941384216795179583624265479813647195238832647159591832467,25,0.0
5568,68.5....7.9...4....3217.....5..47.8.1.......4....8..5..6.......2....9..1...2.8.6.,684592317791834526532176948953647182178325694426981753869413275245769831317258469,25,0.0
5571,...7..5.3...5..97.4.....6.2.8..7.2.55..1...9.1.3.....8.3......6.........769..3...,691782543328546971457931682986374215542168397173295468835419726214657839769823154,25,0.0
5580,.7...3....1...57.34.....85.5.........93...4.1..6....7......2..9..26.71...5.8.1...,275483916618925743439176852521734698793568421846219375167342589982657134354891267,25,0.0
5585,1...4.8...3..6..1....9...36...4..6..9..5.24.........9..123.4......6...2.....57..3,126743859739865214845921736351498672967532481284176395512384967473619528698257143,25,0.0
5586,43.........9......5..8....7...5......87..361..9..2.8..9.3...5...7..1.......7391.6,438176259769352481521894367346581792287943615195627843913268574672415938854739126,25,0.0
5589,5....1.......5.934..796....358.4..1...6..3......1....6.4.69...56.....8...2.......,589431762162857934437962581358746219916523478274189356743698125691275843825314697,25,0.0
5590,.......8...142..5.......9.7....46.78...3.1.4......82....4..2...1..5..7..67..9.5..,765139482891427356342685917539246178287351649416978235954712863128563794673894521,25,0.0
5594,2....6...1..4....6.84..9..1.5.324....3..7.....41....5...8.13..2............6.27..,273186945195437826684259371956324187832571469741968253468713592327895614519642738,25,0.0
5613,.8...9...61..3....3.478...5........8..5.12......8...2......35.2.......6114....3.7,587649213619235874324781695291364758875912436436857129968173542753428961142596387,25,0.0
5629,.97.6...2.1..49........8.....4..68.18......5..7.5.3.9.4.23.1......6..5......2....,397165482218749365645238719524976831839412657176583294462351978781694523953827146,25,0.0
5630,.9.76.8.55......3......8...48...3.9.......3......9...81....45.....6.2..7.3...746.,293761845578249631641358972485173296719826354326495718167984523954632187832517469,25,0.0
5641,.2..9.7....35......5....9.8.3.....1..17.26.......4...6.8.2..3.....85..94..53.....,826491735943578621751632948634785219517926483298143576189264357362857194475319862,25,0.0
5648,.............25....1..8.9.72..3..7..7...58.1..5.24.....3......4..6....9..9143...2,628793451947125836315684927289361745764958213153247689532879164476512398891436572,25,0.0
5661,7..3...8.8...64..1..1.....4.8...59..6...2.......19....257....6...8.4.........61.2,746312589893564721521789634482675913619423857375198246257931468168247395934856172,25,0.0
5672,....5279...53....6....6....7...9..32.......87..1..4....6....27.1....9...45.68....,618452793925371846374968521746895132593126487281734965869513274137249658452687319,25,0.0
5679,...9..4.8.74...1.56..5......376.....1.8...3.......19...5...9......168...79..2....,512973468374286195689514732937652841128497356465831927856749213243168579791325684,25,0.0
5688,.436....9......7..98.4..1.....5.1.......4....1.7..8.5....2954...9...3...8......27,743612589516389742982457163429531876358746291167928354671295438294873615835164927,25,0.0
5693,64..2.79..7.8...2.....3......7......9..2...87.31........5...1.6.6.3.......85.4.7.,643125798179846523582937614427658931956213487831479265395782146764391852218564379,25,0.0
5728,.....5....5.862...38.4....61.......9......87....259...8.....9.....5.62.3..4.17...,642735198951862734387491526123678459596143872478259361865324917719586243234917685,25,0.0
5748,2..6......6891.5......2...88..7....9.....62....5....8....29.6.35.........3...47.2,253678941468913527917425368846752139391846275725139486184297653572361894639584712,25,0.0
5759,4.....8..782..95......5........9..6716......2...1...9......5.1...1.7.9..5..6.2.8.,456231879782469531913857624248593167169784352375126498837945216621378945594612783,25,0.0
